Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Label
53,140536,1,1,39,98,39,39,39.0,0.0,BENIGN
50239,40,1,1,0,0,0,0,0.0,0.0,BENIGN
5355,420642,24,0,672,0,28,28,28.0,0.0,BENIGN
443,30483565,12,13,2194,4179,926,0,182.8333333,344.3842551,BENIGN
53,48526,4,2,132,220,33,33,33.0,0.0,BENIGN
53,179,2,2,88,120,44,44,44.0,0.0,BENIGN
54270,4,2,0,0,0,0,0,0.0,0.0,BENIGN
53,308,2,2,64,204,32,32,32.0,0.0,BENIGN
53,31410,2,2,74,290,37,37,37.0,0.0,BENIGN
6881,61,2,2,4,12,2,2,2.0,0.0,BENIGN
53,176,2,2,102,134,51,51,51.0,0.0,BENIGN
80,253,2,0,0,0,0,0,0.0,0.0,DoS Hulk
80,883,5,0,0,0,0,0,0.0,0.0,DoS Hulk
58929,30663,2,1,0,0,0,0,0.0,0.0,BENIGN
6692,13,1,1,2,6,2,2,2.0,0.0,PortScan
1089,40,1,1,2,6,2,2,2.0,0.0,PortScan
44252,55,2,1,31,6,31,0,15.5,21.92031022,BENIGN
53,31012,2,2,84,284,42,42,42.0,0.0,BENIGN
53,264464,2,2,90,160,45,45,45.0,0.0,BENIGN
53,30367,1,1,42,70,42,42,42.0,0.0,BENIGN
80,2,2,0,0,0,0,0,0.0,0.0,DoS Hulk
32783,49,1,1,2,6,2,2,2.0,0.0,PortScan
443,193,2,0,12,0,6,6,6.0,0.0,BENIGN
80,85280272,6,7,339,11595,321,0,56.5,129.6113421,DoS Hulk
53,343,2,2,64,340,32,32,32.0,0.0,BENIGN
53,69037,4,4,140,888,35,35,35.0,0.0,BENIGN
443,784688,2,0,12,0,6,6,6.0,0.0,BENIGN
53,30880,4,2,340,334,85,85,85.0,0.0,BENIGN
53,30412,1,1,56,127,56,56,56.0,0.0,BENIGN
57775,6215637,1,7,6,42,6,6,6.0,0.0,BENIGN
53,257302,2,2,58,384,29,29,29.0,0.0,BENIGN
443,6256,2,0,12,0,6,6,6.0,0.0,BENIGN
48294,3,2,0,31,0,31,0,15.5,21.92031022,BENIGN
80,116875372,62,75,8121,116807,1250,0,130.983871,370.4685775,BENIGN
139,73,3,1,4,4,4,0,1.333333333,2.309401077,BENIGN
53,31351,4,4,236,548,59,59,59.0,0.0,BENIGN
389,113892553,22,13,2986,6356,1305,0,135.7272727273,379.2933507029,BENIGN
53,189,2,2,136,392,68,68,68.0,0.0,BENIGN
123,94229,1,1,48,48,48,48,48.0,0.0,BENIGN
80,6922827,5,0,30,0,6,6,6.0,0.0,DDoS
443,5069603,7,4,635,157,517,0,90.7142857143,190.7072051477,BENIGN
5225,60,1,1,0,6,0,0,0.0,0.0,PortScan
53,30469,1,1,81,163,81,81,81.0,0.0,BENIGN
80,9920382,5,0,30,0,6,6,6.0,0.0,DDoS
80,56359184,2,0,0,0,0,0,0.0,0.0,BENIGN
57509,67,1,1,0,0,0,0,0.0,0.0,BENIGN
443,615939,6,3,319,153,225,0,53.16666667,86.36994076,BENIGN
53,235,2,2,70,264,35,35,35.0,0.0,BENIGN
80,104653,3,2,893,1525,887,0,297.6666667,510.3864549,BENIGN
5510,44,1,1,2,6,2,2,2.0,0.0,PortScan
53,31453,2,2,82,204,41,41,41.0,0.0,BENIGN
53,31073,1,1,49,93,49,49,49.0,0.0,BENIGN
80,46072,3,5,26,11601,20,0,8.666666667,10.26320288,DDoS
443,150941,26,39,887,52779,405,0,34.11538462,94.53648055,BENIGN
4900,92,1,1,2,6,2,2,2.0,0.0,PortScan
80,144,2,0,12,0,6,6,6.0,0.0,BENIGN
443,93,2,0,27,0,27,0,13.5,19.091883092,BENIGN
53,169,2,2,110,174,55,55,55.0,0.0,BENIGN
443,5461,3,0,43,0,31,6,14.33333333,14.43375673,BENIGN
53,30756,2,2,88,156,44,44,44.0,0.0,BENIGN
8088,49,2,0,4,0,2,2,2.0,0.0,BENIGN
4279,55,1,1,2,6,2,2,2.0,0.0,PortScan
21,9382085,9,15,104,188,23,0,11.55555556,9.193898943,FTP-Patator
53,31026,4,2,156,194,39,39,39.0,0.0,BENIGN
53,30938,1,1,43,59,43,43,43.0,0.0,BENIGN
53,61676,2,2,68,180,34,34,34.0,0.0,BENIGN
389,111507431,28,14,5642,4424,403,0,201.5,205.1975561186,BENIGN
53,355216,1,1,59,164,59,59,59.0,0.0,BENIGN
80,5717234,3,1,12,0,6,0,4.0,3.464101615,BENIGN
53,136,2,2,80,112,40,40,40.0,0.0,BENIGN
53,23633,2,2,92,262,46,46,46.0,0.0,BENIGN
80,91778344,8,5,56,11607,20,0,7.0,5.656854249,DDoS
53,308956,1,1,72,144,72,72,72.0,0.0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,BENIGN
53,68903,2,2,70,326,35,35,35.0,0.0,BENIGN
123,67024034,2,2,96,96,48,48,48.0,0.0,BENIGN
2043,13,1,1,0,6,0,0,0.0,0.0,PortScan
80,3983913,5,0,30,0,6,6,6.0,0.0,DDoS
1099,40,1,1,2,6,2,2,2.0,0.0,PortScan
57799,165,2,1,0,0,0,0,0.0,0.0,BENIGN
53,144523,2,2,74,160,37,37,37.0,0.0,BENIGN
53,23869,2,2,72,128,36,36,36.0,0.0,BENIGN
80,15339,2,2,12,0,6,6,6.0,0.0,DoS Hulk
80,1999,5,0,0,0,0,0,0.0,0.0,DoS Hulk
443,47420,3,3,86,7,86,0,28.66666667,49.65212315,BENIGN
443,5998619,10,8,385,4896,198,0,38.5,67.82207114,BENIGN
53,197,2,2,92,348,46,46,46.0,0.0,BENIGN
60966,57,1,1,0,0,0,0,0.0,0.0,BENIGN
53,33433,1,1,56,72,56,56,56.0,0.0,BENIGN
53,59652,1,1,51,112,51,51,51.0,0.0,BENIGN
443,646210,9,10,703,3950,267,0,78.11111111,103.3022803,BENIGN
53,48783,2,2,58,510,29,29,29.0,0.0,BENIGN
80,152491,3,5,26,11601,20,0,8.666666667,10.26320288,DDoS
57459,73,1,1,6,6,6,6,6.0,0.0,BENIGN
443,5160247,10,7,355,4810,198,0,35.5,69.47301634,BENIGN
443,112388976,23,19,2760,3905,716,0,120.0,235.9639803,BENIGN
53,30820,4,4,196,308,49,49,49.0,0.0,BENIGN
53,848,2,2,80,200,40,40,40.0,0.0,BENIGN
53,205,2,2,94,196,47,47,47.0,0.0,BENIGN
53,30906,2,2,94,212,47,47,47.0,0.0,BENIGN
443,5513061,9,5,357,3456,200,0,39.66666667,73.03766152,BENIGN
720,49,1,1,2,6,2,2,2.0,0.0,PortScan
64639,67,1,3,0,18,0,0,0.0,0.0,BENIGN
443,118729290,23,24,2702,4413,871,0,117.4782609,257.4329338,BENIGN
80,72385,6,4,1835,406,1448,0,305.8333333333,580.5633183957,BENIGN
765,1,2,0,4,0,2,2,2.0,0.0,BENIGN
80,431243,3,4,576,929,576,0,192.0,332.5537551,BENIGN
53,61240,1,1,49,221,49,49,49.0,0.0,BENIGN
53,203,2,2,140,396,70,70,70.0,0.0,BENIGN
443,5704657,8,6,674,6094,517,0,84.25,180.2147528,BENIGN
443,61615418,15,13,950,3690,566,0,63.33333333,149.6007385,BENIGN
80,650,3,0,18,0,6,6,6.0,0.0,BENIGN
45567,91,1,1,0,0,0,0,0.0,0.0,BENIGN
53,50141,1,1,61,89,61,61,61.0,0.0,BENIGN
53,48417,1,1,43,97,43,43,43.0,0.0,BENIGN
53,197,2,2,62,94,31,31,31.0,0.0,BENIGN
53,60966,1,1,48,115,48,48,48.0,0.0,BENIGN
53,220,2,2,78,206,39,39,39.0,0.0,BENIGN
80,5664860,4,3,734,162,722,0,183.5,359.0111419,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,DoS Hulk
443,225950,6,7,4437,368,2920,0,739.5,1131.760885,BENIGN
53,102574359,2,2,147,245,96,51,73.5,31.8198051534,BENIGN
443,4202652,5,1,123,46,46,0,24.6,23.27659769,BENIGN
80,101423650,13,5,1690,11595,338,0,130.0,171.152953,DoS Hulk
53,50110,2,2,86,204,43,43,43.0,0.0,BENIGN
59464,16,1,1,6,6,6,6,6.0,0.0,BENIGN
53,136401,1,1,57,161,57,57,57.0,0.0,BENIGN
1521,47,1,1,2,6,2,2,2.0,0.0,PortScan
53,121984,1,1,43,156,43,43,43.0,0.0,BENIGN
1236,70,1,1,0,6,0,0,0.0,0.0,PortScan
443,154350,10,5,851,799,597,0,85.1,186.5377233222,BENIGN
2119,85,1,1,0,6,0,0,0.0,0.0,PortScan
80,83366,3,4,429,2265,429,0,143.0,247.6832655,BENIGN
5915,9,1,1,2,6,2,2,2.0,0.0,PortScan
443,116041018,24,20,1115,5231,421,0,46.4583333333,110.3594834154,BENIGN
49955,3,2,0,12,0,6,6,6.0,0.0,BENIGN
53,492091,1,1,48,112,48,48,48.0,0.0,BENIGN
53,273162,1,1,39,134,39,39,39.0,0.0,BENIGN
53,149,2,2,70,174,35,35,35.0,0.0,BENIGN
80,5282997,3,1,12,0,6,0,4.0,3.464101615,BENIGN
53,276,2,2,60,614,30,30,30.0,0.0,BENIGN
53,23803,2,2,60,264,30,30,30.0,0.0,BENIGN
51278,68,1,1,6,6,6,6,6.0,0.0,BENIGN
58728,55,1,1,6,6,6,6,6.0,0.0,BENIGN
443,5511267,9,7,385,4840,204,0,42.77777778,72.56682744,BENIGN
80,84644031,5,7,319,11595,307,0,63.8,135.9860287,DoS Hulk
80,15309561,9,13,388,15433,346,0,43.11111111,113.6006651,BENIGN
53,152,2,2,62,158,31,31,31.0,0.0,BENIGN
53,758,1,1,41,102,41,41,41.0,0.0,BENIGN
53,5490789,4,4,126,456,32,31,31.5,0.577350269,BENIGN
56393,4,2,0,12,0,6,6,6.0,0.0,BENIGN
53,171,2,2,64,176,32,32,32.0,0.0,BENIGN
443,533279,7,7,636,3818,299,0,90.85714286,118.9179389,BENIGN
45092,52,1,1,0,0,0,0,0.0,0.0,BENIGN
53,24243,1,1,45,356,45,45,45.0,0.0,BENIGN
443,14125,2,0,12,0,6,6,6.0,0.0,BENIGN
53,60668,2,2,78,310,39,39,39.0,0.0,BENIGN
465,238,4,0,37,0,37,0,9.25,18.5,BENIGN
46332,3,2,0,0,0,0,0,0.0,0.0,BENIGN
80,1857038,3,4,26,11601,20,0,8.666666667,10.26320288,DDoS
80,1488,2,0,12,0,6,6,6.0,0.0,BENIGN
443,12,1,2,0,0,0,0,0.0,0.0,BENIGN
80,35301910,7,7,432,1774,432,0,61.71428571,163.2806523,BENIGN
443,422,3,1,18,6,6,6,6.0,0.0,BENIGN
7007,49,2,0,4,0,2,2,2.0,0.0,BENIGN
80,58971038,10,10,472,1782,430,0,47.2,134.5253384,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,DoS Hulk
443,11760129,8,8,733,3820,387,0,91.625,139.9203217,BENIGN
443,5824729,9,6,359,5571,202,0,39.88888889,73.58743854,BENIGN
80,86958765,8,4,56,11601,20,0,7.0,5.656854249,DDoS
53,108544510,4,4,156,266,42,36,39.0,3.464101615,BENIGN
443,116418414,19,17,1194,447,517,0,62.84210526,159.4160396,BENIGN
443,231135,12,8,1209,3162,709,0,100.75,207.8343418118,BENIGN
80,2,2,0,0,0,0,0,0.0,0.0,DoS Hulk
80,83316085,6,6,350,11595,332,0,58.33333333,134.100957,DoS Hulk
60216,49,1,1,0,0,0,0,0.0,0.0,BENIGN
1080,45,1,1,0,6,0,0,0.0,0.0,PortScan
80,9115765,5,0,30,0,6,6,6.0,0.0,DDoS
443,128335,6,7,3733,424,3109,0,622.1666667,1234.671684,BENIGN
1783,94,1,1,0,6,0,0,0.0,0.0,PortScan
443,180,2,0,0,0,0,0,0.0,0.0,BENIGN
80,166932,3,7,314,11595,314,0,104.6666667,181.2879845,DoS Hulk
53,100965,1,1,40,94,40,40,40.0,0.0,BENIGN
53,150343,4,4,156,284,39,39,39.0,0.0,BENIGN
53,207,2,2,64,204,32,32,32.0,0.0,BENIGN
53,37635,2,2,62,208,31,31,31.0,0.0,BENIGN
53,30953,2,2,64,96,32,32,32.0,0.0,BENIGN
443,62056301,28,37,2646,5637,520,0,94.5,136.6640921,BENIGN
80,63135320,7,0,0,0,0,0,0.0,0.0,DoS Slowhttptest
443,115437542,21,19,891,6482,440,0,42.42857143,103.0565725,BENIGN
53,135,2,2,78,110,39,39,39.0,0.0,BENIGN
53,577,1,1,51,112,51,51,51.0,0.0,BENIGN
1687,42,1,1,2,6,2,2,2.0,0.0,PortScan
53,820,2,2,96,148,48,48,48.0,0.0,BENIGN
443,5194220,9,5,376,3429,195,0,41.77777778,70.08704905,BENIGN
53,262,2,2,74,622,37,37,37.0,0.0,BENIGN
53,48114,4,2,140,102,35,35,35.0,0.0,BENIGN
80,84671439,5,7,340,11595,328,0,68.0,145.3753762,DoS Hulk
80,7629,2,0,12,0,6,6,6.0,0.0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,BENIGN
53,37652,2,2,66,226,33,33,33.0,0.0,BENIGN
1755,3,2,0,4,0,2,2,2.0,0.0,BENIGN
38874,3,2,0,31,0,31,0,15.5,21.92031022,BENIGN
53,197,2,2,88,298,44,44,44.0,0.0,BENIGN
123,68083894,2,2,96,96,48,48,48.0,0.0,BENIGN
53,340,2,2,64,204,32,32,32.0,0.0,BENIGN
443,151700,20,21,1348,33557,517,0,67.4,146.3882365,BENIGN
53,186135,2,2,88,120,44,44,44.0,0.0,BENIGN
49680,374,2,0,0,0,0,0,0.0,0.0,BENIGN
53,48100,1,1,53,69,53,53,53.0,0.0,BENIGN
53,23746,2,2,62,138,31,31,31.0,0.0,BENIGN
42335,221,3,1,31,0,31,0,10.33333333,17.89785834,BENIGN
443,4730732,8,7,766,436,565,0,95.75,195.99180012,BENIGN
443,758755,7,8,474,673,314,0,67.7142857143,122.6454432986,BENIGN
53,73670149,3,3,182,512,95,42,60.66666667,29.77135088,BENIGN
1192,45,1,1,0,6,0,0,0.0,0.0,PortScan
54892,57,1,1,6,6,6,6,6.0,0.0,BENIGN
80,99819668,6,6,290,11595,290,0,48.33333333,118.3920042,DoS Hulk
443,115985,9,11,2901,5164,2349,0,322.3333333333,768.7314225398,BENIGN
443,5227362,9,8,645,4520,342,0,71.66666667,123.5556555,BENIGN
53,30698,1,1,53,117,53,53,53.0,0.0,BENIGN
9207,45,1,1,2,6,2,2,2.0,0.0,PortScan
56186,17,1,1,6,6,6,6,6.0,0.0,BENIGN
53,146,2,2,98,154,49,49,49.0,0.0,BENIGN
53888,1,2,0,31,0,31,0,15.5,21.92031022,BENIGN
53,187,2,2,58,166,29,29,29.0,0.0,BENIGN
80,7587760,5,0,30,0,6,6,6.0,0.0,DDoS
53,37862,2,2,84,210,42,42,42.0,0.0,BENIGN
443,243,3,0,31,0,31,0,10.33333333,17.89785834,BENIGN
9485,49,2,0,4,0,2,2,2.0,0.0,BENIGN
53,48341,2,2,82,206,41,41,41.0,0.0,BENIGN
53,151,2,2,46,46,23,23,23.0,0.0,BENIGN
53,197365,2,2,92,294,46,46,46.0,0.0,BENIGN
80,5,2,0,0,0,0,0,0.0,0.0,DoS Hulk
443,844,3,0,37,0,37,0,12.33333333,21.36195996,BENIGN
3017,111,2,2,4,12,2,2,2.0,0.0,BENIGN
53,230,2,2,74,130,37,37,37.0,0.0,BENIGN
53,240,2,2,60,344,30,30,30.0,0.0,BENIGN
80,100883723,6,6,349,11595,349,0,58.16666667,142.4786534,DoS Hulk
46195,4,2,0,0,0,0,0,0.0,0.0,BENIGN
80,12775081,6,5,454,1779,430,0,75.66666667,173.6037634,BENIGN
53,239,2,2,64,180,32,32,32.0,0.0,BENIGN
80,5208384,2,2,0,0,0,0,0.0,0.0,BENIGN
554,155,1,1,0,6,0,0,0.0,0.0,PortScan
443,301363,2,0,12,0,6,6,6.0,0.0,BENIGN
443,25753,2,0,0,0,0,0,0.0,0.0,BENIGN
53238,54,1,1,6,6,6,6,6.0,0.0,BENIGN
53,48548,2,2,166,330,83,83,83.0,0.0,BENIGN
53,30136,1,1,46,74,46,46,46.0,0.0,BENIGN
443,140849,6,5,112,3757,112,0,18.6666666667,45.723808532,BENIGN
53,30802,4,2,176,192,44,44,44.0,0.0,BENIGN
80,99240863,8,4,56,11601,20,0,7.0,5.656854249,DDoS
53,171,2,2,90,122,45,45,45.0,0.0,BENIGN
137,48,2,0,124,0,62,62,62.0,0.0,BENIGN
53,31379,2,2,82,194,41,41,41.0,0.0,BENIGN
80,5956236,3,1,0,0,0,0,0.0,0.0,BENIGN
80,98880191,8,6,404,11595,404,0,50.5,142.8355698,DoS Hulk
53,156,2,2,84,116,42,42,42.0,0.0,BENIGN
443,5859436,8,5,278,129,212,0,34.75,73.34994401,BENIGN
80,10106363,11,13,1256,14613,689,0,114.1818182,255.2774248,BENIGN
52178,91,2,1,0,0,0,0,0.0,0.0,BENIGN
53,200,2,2,46,46,23,23,23.0,0.0,BENIGN
42404,97855667,7,6,11595,317,4344,0,1656.428571,1760.597234,BENIGN
59296,49,1,1,0,0,0,0,0.0,0.0,BENIGN
80,498,3,0,0,0,0,0,0.0,0.0,BENIGN
443,8598485,9,7,599,243,517,0,66.55555556,169.9206514,BENIGN
2003,45,1,1,0,6,0,0,0.0,0.0,PortScan
53,156,2,2,76,132,38,38,38.0,0.0,BENIGN
80,623321,3,6,26,11607,20,0,8.666666667,10.26320288,DDoS
53,174,2,2,80,338,40,40,40.0,0.0,BENIGN
524,72,1,1,0,6,0,0,0.0,0.0,PortScan
53,62034,2,2,106,422,53,53,53.0,0.0,BENIGN
80,98247859,6,7,329,11595,311,0,54.83333333,125.5299433,DoS Hulk
80,440,3,0,0,0,0,0,0.0,0.0,BENIGN
443,1979587,10,11,703,3950,267,0,70.3,100.477803,BENIGN
80,100714725,6,6,407,11595,407,0,67.83333333,166.1570542,DoS Hulk
53,47729,1,1,54,93,54,54,54.0,0.0,BENIGN
53,63603,1,1,42,145,42,42,42.0,0.0,BENIGN
443,67195134,17,21,1156,4897,364,0,68.0,100.8030257,BENIGN
51555,10897,2,0,6,0,6,0,3.0,4.242640687,BENIGN
60514,760,1,1,6,6,6,6,6.0,0.0,BENIGN
80,100801615,6,6,684,11595,336,0,114.0,171.9813943,DoS Hulk
80,5207190,6,7,290,6946,290,0,48.33333333,118.3920042,BENIGN
80,5520387,3,1,0,0,0,0,0.0,0.0,BENIGN
9652,54,1,1,6,6,6,6,6.0,0.0,BENIGN
55314,49,3,0,31,0,31,0,10.33333333,17.89785834,BENIGN
443,64050738,2,0,74,0,37,37,37.0,0.0,BENIGN
22,1283737,41,42,2728,6634,456,0,66.53658537,110.1299454,BENIGN
443,367999,7,6,718,482,501,0,102.5714286,183.2974424,BENIGN
52257,3,2,0,12,0,6,6,6.0,0.0,BENIGN
443,4,2,0,31,0,31,0,15.5,21.92031022,BENIGN
443,523161,7,5,587,2719,342,0,83.85714286,139.4781089,BENIGN
56762,219,2,1,31,6,31,0,15.5,21.92031022,BENIGN
443,118171318,30,29,2132,18470,517,0,71.06666667,169.7572168,BENIGN
53,53425032,2,2,103,211,61,42,51.5,13.4350288425,BENIGN
53,163,2,2,82,236,41,41,41.0,0.0,BENIGN
53,178,2,2,74,138,37,37,37.0,0.0,BENIGN
58059,4,2,0,0,0,0,0,0.0,0.0,BENIGN
53,202,2,2,86,198,43,43,43.0,0.0,BENIGN
53,62018,2,2,84,160,42,42,42.0,0.0,BENIGN
80,5198519,4,0,24,0,6,6,6.0,0.0,DDoS
19774,143,3,1,43,6,31,6,14.33333333,14.43375673,BENIGN
80,99836837,8,6,347,11595,347,0,43.375,122.6830265,DoS Hulk
39968,1,1,1,6,0,6,6,6.0,0.0,BENIGN
53,59471,1,1,45,85,45,45,45.0,0.0,BENIGN
3737,51,1,1,2,6,2,2,2.0,0.0,BENIGN
80,5569953,4,0,24,0,6,6,6.0,0.0,DDoS
3393,3,2,0,12,0,6,6,6.0,0.0,BENIGN
80,771438,2,0,12,0,6,6,6.0,0.0,BENIGN
80,153453,3,6,377,11595,377,0,125.6666667,217.6610515,DoS Hulk
443,115839257,20,20,1677,6570,981,0,83.85,227.8709872759,BENIGN
51674,17,1,1,6,6,6,6,6.0,0.0,BENIGN
53,121675,1,1,47,196,47,47,47.0,0.0,BENIGN
80,59466,3,5,427,2267,427,0,142.3333333,246.5285649,BENIGN
53,198,2,2,104,220,52,52,52.0,0.0,BENIGN
53,200853,2,2,92,280,46,46,46.0,0.0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,DoS Hulk
80,86579824,7,7,361,11595,361,0,51.57142857,136.4451748,DoS Hulk
53,201,2,2,76,154,38,38,38.0,0.0,BENIGN
53,61377,2,2,94,350,47,47,47.0,0.0,BENIGN
53,77441,1,1,48,112,48,48,48.0,0.0,BENIGN
2030,77,1,1,0,6,0,0,0.0,0.0,PortScan
123,162,2,2,96,96,48,48,48.0,0.0,BENIGN
53,428344,2,2,70,130,35,35,35.0,0.0,BENIGN
53,139,2,2,88,120,44,44,44.0,0.0,BENIGN
53,161,2,2,96,180,48,48,48.0,0.0,BENIGN
443,157272,14,11,1011,5012,414,0,72.21428571,115.8388659,BENIGN
80,36764,1,1,0,0,0,0,0.0,0.0,BENIGN
80,99938017,10,6,331,11595,325,0,33.1,102.5805375,DoS Hulk
53,106981,2,2,76,168,38,38,38.0,0.0,BENIGN
48204,299,3,1,145,6,145,0,48.33333333,83.71578903,BENIGN
53,30738,1,1,46,74,46,46,46.0,0.0,BENIGN
443,19903215,13,13,867,9143,342,0,66.69230769,132.0602038,BENIGN
53,191,2,2,70,166,35,35,35.0,0.0,BENIGN
9500,49,2,0,4,0,2,2,2.0,0.0,BENIGN
443,199099,5,6,2702,518,2128,0,540.4,913.5301309,BENIGN
1088,37,2,2,4,12,2,2,2.0,0.0,BENIGN
8080,1029222,3,3,0,18,0,0,0.0,0.0,Bot
15002,55,1,1,2,6,2,2,2.0,0.0,PortScan
53,23413,1,1,63,128,63,63,63.0,0.0,BENIGN
53,48047,4,2,168,234,42,42,42.0,0.0,BENIGN
53,144812,1,1,50,169,50,50,50.0,0.0,BENIGN
53,34979,2,2,88,250,44,44,44.0,0.0,BENIGN
80,70827362,8,5,56,11607,20,0,7.0,5.656854249,DDoS
53,30689,1,1,54,111,54,54,54.0,0.0,BENIGN
53,61173,2,2,102,210,51,51,51.0,0.0,BENIGN
53,263,2,2,70,178,35,35,35.0,0.0,BENIGN
80,99232090,6,7,382,11595,364,0,63.66666667,147.1620422,DoS Hulk
80,726209,3,5,26,11607,20,0,8.666666667,10.26320288,DDoS
53,175,2,2,80,112,40,40,40.0,0.0,BENIGN
443,14515,2,1,0,0,0,0,0.0,0.0,BENIGN
51780,3,2,0,12,0,6,6,6.0,0.0,BENIGN
57170,85,1,2,0,0,0,0,0.0,0.0,BENIGN
58835,68,1,1,0,0,0,0,0.0,0.0,BENIGN
80,98978745,8,6,347,11595,341,0,43.375,120.2769869,DoS Hulk
80,3003728,3,0,0,0,0,0,0.0,0.0,DoS slowloris
53,93186,4,2,180,522,45,45,45.0,0.0,BENIGN
80,4477179,6,0,5,0,1,0,0.833333333,0.40824829,BENIGN
21,220,2,1,14,0,14,0,7.0,9.899494937,FTP-Patator
443,4,3,0,18,0,6,6,6.0,0.0,BENIGN
53,242,2,2,68,132,34,34,34.0,0.0,BENIGN
443,116565318,57,94,1814,123699,536,0,31.8245614,111.4832023,BENIGN
443,250714,7,7,376,3788,201,0,53.71428571,78.68653906,BENIGN
58273,12,1,1,6,6,6,6,6.0,0.0,BENIGN
53,213,2,2,80,452,40,40,40.0,0.0,BENIGN
80,6740837,4,0,24,0,6,6,6.0,0.0,DDoS
443,1,2,0,12,0,6,6,6.0,0.0,BENIGN
443,62472842,21,17,1568,8050,618,0,74.66666667,180.3012294,BENIGN
52637,1,2,0,37,0,31,6,18.5,17.67766953,BENIGN
443,203738,12,7,1673,1684,1368,0,139.4166666667,389.4073488435,BENIGN
80,99823694,6,7,662,11595,325,0,110.3333333,166.3017338,DoS Hulk
80,63153780,7,0,0,0,0,0,0.0,0.0,DoS Slowhttptest
80,20998060,2,1,6,0,6,0,3.0,4.242640687,DoS Slowhttptest
443,88135,2,0,0,0,0,0,0.0,0.0,BENIGN
2030,43,1,1,0,6,0,0,0.0,0.0,PortScan
53,161,2,2,46,78,23,23,23.0,0.0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,BENIGN
4003,23,1,1,2,6,2,2,2.0,0.0,PortScan
80,17,2,0,12,0,6,6,6.0,0.0,BENIGN
53,394,1,1,61,139,61,61,61.0,0.0,BENIGN
53,46882,1,1,46,187,46,46,46.0,0.0,BENIGN
5631,101,2,2,4,12,2,2,2.0,0.0,BENIGN
80,98720918,7,6,311,11595,305,0,44.42857143,114.9229556,DoS Hulk
443,26033748,18,17,2440,16350,673,0,135.5555556,227.3026545,BENIGN
80,99,2,0,12,0,6,6,6.0,0.0,BENIGN
53,175,2,2,84,116,42,42,42.0,0.0,BENIGN
80,3003583,3,0,0,0,0,0,0.0,0.0,DoS slowloris
53,32286,1,1,41,106,41,41,41.0,0.0,BENIGN
443,115406182,25,22,663,16149,318,0,26.52,75.2003546091,BENIGN
443,69669928,26,31,1492,32266,429,0,57.38461538,129.2065252,BENIGN
443,32030257,2,0,74,0,37,37,37.0,0.0,BENIGN
443,116,2,0,12,0,6,6,6.0,0.0,BENIGN
898,63,1,1,0,6,0,0,0.0,0.0,PortScan
53,231239,4,2,152,158,38,38,38.0,0.0,BENIGN
4343,4,2,0,4,0,2,2,2.0,0.0,BENIGN
80,200140,1,1,6,6,6,6,6.0,0.0,BENIGN
443,117,2,0,12,0,6,6,6.0,0.0,BENIGN
53,40061,1,1,50,97,50,50,50.0,0.0,BENIGN
53,96195,2,2,62,274,31,31,31.0,0.0,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,DoS Hulk
53,29786,1,1,58,186,58,58,58.0,0.0,BENIGN
53,203,2,2,80,202,40,40,40.0,0.0,BENIGN
51682,25,1,1,6,6,6,6,6.0,0.0,Bot
53,31737,1,1,55,115,55,55,55.0,0.0,BENIGN
53,188,2,2,86,198,43,43,43.0,0.0,BENIGN
53,2040586,2,2,74,102,37,37,37.0,0.0,BENIGN
53,70151,4,4,188,452,47,47,47.0,0.0,BENIGN
55524,84,2,1,31,6,31,0,15.5,21.92031022,BENIGN
53,125961,1,1,46,156,46,46,46.0,0.0,BENIGN
80,440,1,2,231,483,231,231,231.0,0.0,DoS slowloris
443,48,2,0,12,0,6,6,6.0,0.0,BENIGN
80,100068651,9,6,612,11595,306,0,68.0,134.9333169,DoS Hulk
53,23685,1,1,55,71,55,55,55.0,0.0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,BENIGN
57346,209,2,0,12,0,6,6,6.0,0.0,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,DoS Hulk
80,1605946,3,5,26,11607,20,0,8.666666667,10.26320288,DDoS
21,135159,20,25,176,438,43,0,8.8,12.68069399,BENIGN
53,51411,2,2,84,228,42,42,42.0,0.0,BENIGN
443,3691442,9,7,2383,2031,996,0,264.7777778,418.6399938,BENIGN
80,52119904,10,8,312,456,312,0,31.2,98.663063,BENIGN
53,252,2,2,104,352,52,52,52.0,0.0,BENIGN
53,189,2,2,84,116,42,42,42.0,0.0,BENIGN
50322,4,2,0,37,0,31,6,18.5,17.67766953,BENIGN
443,241678,12,8,3230,479,1448,0,269.1666666667,552.5846431804,BENIGN
1066,5,2,2,4,12,2,2,2.0,0.0,BENIGN
53,81489,4,2,140,126,35,35,35.0,0.0,BENIGN
80,5145725,3,1,12,0,6,0,4.0,3.464101615,BENIGN
